Sentence,Source,SourceType
"I am most seriously displeased. Elizabeth made no answer; and without attempting to persuade her Ladyship to return into the house, walked quietly into it herself.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Collins for a few moments, he asked Elizabeth in a low voice whether her relations were very intimately acquainted with the family of De Bourgh.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Darcy, she cried: I never in my life saw anyone so much altered as she is since the winter.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"If it be so, if I have been misled by such error to inflict pain on her, your resentment has not been unreasonable.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"With the kindest concern he came on to Longbourn, and broke his apprehensions to us in a manner most creditable to his heart.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I rather expected, from my knowledge of her affability, that it would happen.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"With _your_ good sense, to be so honestly blind to the follies and nonsense of others!",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
There could not exist in the world _two_ men over whom Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Heaven and earth!--of what are you thinking?,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"You have no regard, then, for the honour and credit of my nephew!",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I know that you could be neither happy nor respectable, unless you truly esteemed your husband, unless you looked up to him as a superior.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"But, perhaps, Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"He was my godfather, and excessively attached to me.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"So far each recital confirmed the other; but when she came to the will, the difference was great.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I do not know whether I ever before mentioned to you my feelings on this subject, but I will not leave the country without confiding them, and I trust you will not esteem them unreasonable.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
The envelope itself was likewise full.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Collins for having spoken so sensibly, and observed, in a half-whisper to Lady Lucas, that he was a remarkably clever, good kind of young man.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"That is an uncommon advantage, and uncommon I hope it will continue, for it would be a great loss to _me_ to have many such acquaintance.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Elizabeth had mentioned her name to her mother on her Ladyship s entrance, though no request of introduction had been made.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Well, that was very decided, indeed--that does seem as if--but, however, it may all come to nothing, you know. _My_ overhearings were more to the purpose than _yours_, Eliza, said Charlotte.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bingley on the subject of the ball, and abruptly reminded him of his promise; adding, that it would be the most shameful thing in the world if he did not keep it.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I almost envy you the pleasure, and yet I believe it would be too much for me, or else I could take it in my way to Newcastle.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Their powers of conversation were considerable.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Conjectures as to the meaning of it, rapid and wild, hurried into her brain; but she was satisfied with none.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Philips was very thankful for his compliance, but could not wait for his reason.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet, in the meanwhile, was giving way to all the happy schemes which the good-humour and common politeness of Bingley, in half an hour s visit, had revived.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I have just as much right to be asked as she has, and more too, for I am two years older. In vain did Elizabeth attempt to make her reasonable, and Jane to make her resigned.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"While thus engaged, Elizabeth had a fair opportunity of deciding whether she most feared or wished for the appearance of Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Why did not you seek legal redress? There was just such an informality in the terms of the bequest as to give me no hope from law.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I hope your plans in favour of the ----shire will not be affected by his being in the neighbourhood. Oh no--it is not for _me_ to be driven away by Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
That he had been concerned in the measures taken to separate Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Bennet and Mrs.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Long does not come back till the day before; so, it will be impossible for her to introduce him, for she will not know him herself. Then, my dear, you may have the advantage of your friend, and introduce Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Forster, the necessity of opening her eyes to his character never occurred to me.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Will you be very angry with me, my dear Lizzy, if I take this opportunity of saying (what I was never bold enough to say before) how much I like him?",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"A military life is not what I was intended for, but circumstances have now made it eligible.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Darcy s contempt seemed abundantly increasing with the length of his second speech; and at the end of it he only made him a slight bow, and moved another way: Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Darcy, chose for her employment the examination of all the letters which Jane had written to her since her being in Kent.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"A few weeks, he believed.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I am so pleased--so happy.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"The hall, the dining-room, and all its furniture, were examined and praised; and his commendation of everything would have touched Mrs.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"She wanted to hear of him, when there seemed the least chance of gaining intelligence.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
To his wife he was very little otherwise indebted than as her ignorance and folly had contributed to his amusement.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"She was not sorry, however, to have the recital of them interrupted by the entrance of the lady from whom they sprang.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I defy even Sir William Lucas himself to produce a more valuable son-in-law. The loss of her daughter made Mrs.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I entreat you not to suppose that I moved this way in order to beg for a partner. Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
[Illustration: Piling up the fire [_Copyright 1894 by George Allen._]] CHAPTER XI.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"You may well be surprised, Miss Bennet, at such an assertion, after seeing, as you probably might, the very cold manner of our meeting yesterday.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Jane pictured to herself a happy evening in the society of her two friends, and the attentions of their brother; and Elizabeth thought with pleasure of dancing a great deal with Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Very well; that reply will do for the present.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I hope we may often meet again. Elizabeth smiled.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Her home and her housekeeping, her parish and her poultry, and all their dependent concerns, had not yet lost their charms.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Collins should be in possession of the Longbourn estate, it would be highly expedient that both he and his wife should make their appearance at St.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"The elopement of Lydia and Wickham is not, like that of Crawford and Mrs.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I have not a doubt of your doing very well together.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"[Illustration] Elizabeth related to Jane, the next day, what had passed between Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Philips, appears to do so much credit to; but he gave up everything to be of use to the late Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Her uncle and aunt were all amazement; and the embarrassment of her manner as she spoke, joined to the circumstance itself, and many of the circumstances of the preceding day, opened to them a new idea on the business.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Your tempers are by no means unlike.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"It has been my own doing, and I ought to feel it. You must not be too severe upon yourself, replied Elizabeth.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"When they repaired to the dining-room, Elizabeth eagerly watched to see whether Bingley would take the place which, in all their former parties, had belonged to him, by her sister.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"They have each their advantages, and I can be equally happy in either. Ay, that is because you have the right disposition.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I am glad he is gone.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
“Do one thing every day that scares you.”,http://quotes.toscrape.com/page/6/,quote
But at least it shows that _she_ was serious in the object of her journey.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
He came to tell Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Some people call him proud; but I am sure I never saw anything of it.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
We do not suffer by accident.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Gardiner s house, where they were to remain a few days.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet deigned not to make any reply; but, unable to contain herself, began scolding one of her daughters.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Upon the whole, therefore, she found, what has been sometimes found before, that an event to which she had looked forward with impatient desire, did not, in taking place, bring all the satisfaction she had promised herself.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Her heart had been but slightly touched, and her vanity was satisfied with believing that _she_ would have been his only choice, had fortune permitted it.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"But he is, beyond all comparison, the most agreeable man I ever saw--and if he becomes really attached to me--I believe it will be better that he should not.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"And who is there, whatever might be their former conduct, that she would believe capable of such an attempt, till it were proved against them?",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
He knows where we live.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Let me hear from you very soon.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"And when the party entered the assembly-room, it consisted of only five altogether: Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
We must have Mrs.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Gardiner, who was walking arm in arm with Elizabeth, gave her a look expressive of her wonder.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"The world has been deceived in that respect; and I am happy to say, there will be some little money, even when all his debts are discharged, to settle on my niece, in addition to her own fortune.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Wickham s affection for Lydia was just what Elizabeth had expected to find it; not equal to Lydia s for him.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Miss Bennet he acknowledged to be pretty; but she smiled too much.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Collins had promised; and, as he had likewise foretold, he took his seat at the bottom of the table, by her Ladyship s desire, and looked as if he felt that life could furnish nothing greater.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Indeed he has no improper pride.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Wickham, and give him an invitation also, if the family from Longbourn would come in the evening.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"The one was humanity, and the other was art.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet; and if I were to see you at it, I should take away your bottle directly. The boy protested that she should not; she continued to declare that she would; and the argument ended only with the visit.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Darcy? As much as I ever wish to be, cried Elizabeth, warmly.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
With my mother upstairs.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"But on her returning to the drawing-room, when her letter was finished, she saw, to her infinite surprise, there was reason to fear that her mother had been too ingenious for her.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Addison and in Miss Austen there is, though a restrained and well-mannered, an insatiable and ruthless delight in roasting and cutting up a fool.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet instantly answered,-- Oh dear!",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Perhaps he had been civil only because he felt himself at ease; yet there had been _that_ in his voice, which was not like ease.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"It had better have happened to _you_, Lizzy; you would have laughed yourself out of it sooner.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I remain, dear sir, with respectful compliments to your lady and daughters, your well-wisher and friend, WILLIAM COLLINS. At four o clock, therefore, we may expect this peace-making gentleman, said Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Bennet soon assured her that he was rising every hour in his esteem.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
She is almost three-and-twenty!,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
My aunt Philips wants you so to get husbands you can t think.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Miss Bingley moved with alacrity to the pianoforte, and after a polite request that Elizabeth would lead the way, which the other as politely and more earnestly negatived, she seated herself.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Tis too much! she added, by far too much.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Collins was wishing to marry you.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"You get none; you are lucky if, discarding two-thirds of what he gives, you can shape a real impression out of the rest.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Hurst. Her sister made not the smallest objection, and the pianoforte was opened; and Darcy, after a few moments recollection, was not sorry for it.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I am not romantic, you know.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet was not in the habit of walking, Mary could never spare time, but the remaining five set off together.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"They met several times, for there was much to be discussed.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"This is a parade, cried he, which does one good; it gives such an elegance to misfortune!",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"In Lydia s imagination, a visit to Brighton comprised every possibility of earthly happiness.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"He seemed scarcely to hear her, and was walking up and down the room in earnest meditation; his brow contracted, his air gloomy.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Bennet and of Lady Catherine de Bourgh.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet, for many years after Lydia s birth, had been certain that he would.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Her answer, therefore, was not propitious, at least not to Elizabeth s wishes, for she was impatient to get home.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"“It is not a lack of love, but a lack of friendship that makes unhappy marriages.”",http://quotes.toscrape.com/page/2/,quote
"They were always moving from place to place in quest of a cheap situation, and always spending more than they ought.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Perhaps I am not doing her justice.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Darcy said nothing at all.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Pray forgive me, if I have been very presuming, or at least do not punish me so far as to exclude me from P.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Bingley her sister s being in town.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
The arrival of letters was the first grand object of every morning s impatience.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"In a fortnight they were to go, and once gone, she hoped there could be nothing more to plague her on his account.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"It taught me to hope, said he, as I had scarcely ever allowed myself to hope before.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"My dear, dear aunt, she rapturously cried, what delight! what felicity!",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Jane met her with a smile of such sweet complacency, a glow of such happy expression, as sufficiently marked how well she was satisfied with the occurrences of the evening.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Musgrove s self-deceiving regrets over her son.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"He only told me what I have now told you. Elizabeth made no answer, and walked on, her heart swelling with indignation.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Forster and me are _such_ friends!) and so she asked the two Harringtons to come: but Harriet was ill, and so Pen was forced to come by herself; and then, what do you think we did?",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Her inquiries after her sister were not very favourably answered.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Bingley and his sisters. Elizabeth answered only by a slight bow.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
She talked to Elizabeth again and again; coaxed and threatened her by turns.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Thank heaven! he has _some_ friends, though, perhaps, not so many as he deserves. Elizabeth, who knew this to be levelled at Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"But against this there were objections; and she finally resolved that it could be the last resource, if her private inquiries as to the absence of the family were unfavourably answered.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Yes, she will do for him very well.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Gardiner, with occasional help from Elizabeth, the conversation was carried on.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"We have judged it best that my niece should be married from this house, of which I hope you will approve.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"At one time she had almost resolved on applying to him, but the idea was checked by the awkwardness of the application, and at length wholly banished by the conviction that Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I do not wish to avoid the walk.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"But here, by carrying with me one ceaseless source of regret in my sister s absence, I may reasonably hope to have all my expectations of pleasure realized.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I shall never forget her appearance this morning.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Of neither Darcy nor Wickham could she think, without feeling that she had been blind, partial, prejudiced, absurd.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"You are quite a visit in my debt, Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"They stood a little aloof while he was talking to their niece, who, astonished and confused, scarcely dared lift her eyes to his face, and knew not what answer she returned to his civil inquiries after her family.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet was prevented replying by the entrance of the footman with a note for Miss Bennet; it came from Netherfield, and the servant waited for an answer.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"It is unlucky, said she, after a short pause, that you should not be able to see your friends before they leave the country.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"At length, however, the question was asked by her uncle; and she turned away with alarm, while Mrs.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
My total ignorance of the connection must plead my apology. You are not going to introduce yourself to Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I cannot find out that I hate her at all, or that I am in the least unwilling to think her a very good sort of girl.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bingley would be soon down again, and soon dining at Longbourn; and the conclusion of all was the comfortable declaration, that, though he had been invited only to a family dinner, she would take care to have two full courses.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Poor Lydia s situation must, at best, be bad enough; but that it was no worse, she had need to be thankful.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"His friend had left him that morning for London, but was to return home in ten days time.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Excuse my interference; it was kindly meant. Insolent girl! said Elizabeth to herself.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Her Ladyship s carriage is regularly ordered for us.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"She was immediately told, that the two gentlemen from Rosings had each called during her absence; Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Choose properly, choose a gentlewoman for _my_ sake, and for your _own_; let her be an active, useful sort of person, not brought up high, but able to make a small income go a good way.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"But there is one of her sisters sitting down just behind you, who is very pretty, and I dare say very agreeable.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"But it is fortunate, thought she, that I have something to wish for.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Never since reading Jane s second letter had she entertained a hope of Wickham s meaning to marry her.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"He was quite young, wonderfully handsome, extremely agreeable, and, to crown the whole, he meant to be at the next assembly with a large party.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"How could she deny that credit to his assertions, in one instance, which she had been obliged to give in the other?",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"After a silence of several minutes, he came towards her in an agitated manner, and thus began:-- In vain have I struggled.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I consider it as one of the first refinements of polished societies. Certainly, sir; and it has the advantage also of being in vogue amongst the less polished societies of the world: every savage can dance. Sir William only smiled.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
His arrival was soon known at the Parsonage; for Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
He has given in all his debts; I hope at least he has not deceived us.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
“It takes courage to grow up and become who you really are.”,http://quotes.toscrape.com/page/10/,quote
"I often think, said she, that there is nothing so bad as parting with one s friends.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Her affections had been continually fluctuating, but never without an object.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
You give me fresh life and vigour.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"It was possible, and sometimes she thought it probable, that his affection might be re-animated, and the influence of his friends successfully combated by the more natural influence of Jane s attractions.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Darcy had been, was much relieved by discerning such different feelings.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Do you prefer reading to cards? said he; that is rather singular. Miss Eliza Bennet, said Miss Bingley, despises cards.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
They had all been very ill-used since she last saw her sister.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bingley and Jane, she had never doubted; but she had always attributed to Miss Bingley the principal design and arrangement of them.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet followed her, saying,-- I am quite sorry, Lizzy, that you should be forced to have that disagreeable man all to yourself; but I hope you will not mind it.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Or, in other words, you are determined to have him.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"It was an encouragement of vice; and had I been the rector of Longbourn, I should very strenuously have opposed it.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
But nothing can be done; I know very well that nothing can be done.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"With his notions of dignity, he would probably feel that the arguments, which to Elizabeth had appeared weak and ridiculous, contained much good sense and solid reasoning.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bingley had soon made himself acquainted with all the principal people in the room: he was lively and unreserved, danced every dance, was angry that the ball closed so early, and talked of giving one himself at Netherfield.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"If she heard me, it was by good luck, for I am sure she did not listen.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"When I went away, I felt that it would soon happen. That is to say, you had given your permission.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"The elder Miss Bennets alone were still able to eat, drink, and sleep, and pursue the usual course of their employments.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I saw them the night before last. Elizabeth now expected that she would produce a letter for her from Charlotte, as it seemed the only probable motive for her calling.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Darcy professed a great curiosity to see the view from the Mount, and Elizabeth silently consented.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"On the evening before my going to London, said he, I made a confession to him, which I believe I ought to have made long ago.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Elizabeth had received none since her return, that could come from Pemberley.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Bingley did not do justice to his own disposition.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Now was the moment for her resolution to be executed; and while her courage was high, she immediately said,-- Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I only fear that the sort of cautiousness to which you, I imagine, have been alluding, is merely adopted on his visits to his aunt, of whose good opinion and judgment he stands much in awe.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Philips, the Lucases, and all their other neighbours, and to hear herself called Mrs.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"He spoke well; but there were feelings besides those of the heart to be detailed, and he was not more eloquent on the subject of tenderness than of pride.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
He was most highly esteemed by Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Darcy, she turned her eyes on the daughter, she could almost have joined in Maria s astonishment at her being so thin and so small.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Oh, how heartily did she grieve over every ungracious sensation she had ever encouraged, every saucy speech she had ever directed towards him!",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Everybody is disgusted with his pride.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"You will never recommend yourself to his friend by so doing. Nothing that she could say, however, had any influence.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
The communication excited many professions of concern; and enough was said of wishing them to stay at least till the following day to work on Jane; and till the morrow their going was deferred.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"They were, in fact, very fine ladies; not deficient in good-humour when they were pleased, nor in the power of being agreeable where they chose it; but proud and conceited.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Everything nourishes what is strong already.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
She heard the carriage drive away as she proceeded upstairs.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Your father would depend on _your_ resolution and good conduct, I am sure.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
