Sentence,Source,SourceType
Jane was by no means better.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I am impatient to see him. In point of composition, said Mary, his letter does not seem defective.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"On Tuesday there was a large party assembled at Longbourn; and the two who were most anxiously expected, to the credit of their punctuality as sportsmen, were in very good time.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
It needed all Jane s steady mildness to bear these attacks with tolerable tranquillity.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet half opened the door and called out,-- Lizzy, my dear, I want to speak with you. Elizabeth was forced to go.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Darcy s proposals.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"When she was discontented, she fancied herself nervous.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Fixed there by the keenest of all anguish, self-reproach, she could find no interval of ease or forgetfulness.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
She had been unwilling to mention Bingley; and the unsettled state of her own feelings had made her equally avoid the name of his friend: but now she would no longer conceal from her his share in Lydia s marriage.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Can his most intimate friends be so excessively deceived in him?,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Lizzy is not a bit better than the others: and I am sure she is not half so handsome as Jane, nor half so good-humoured as Lydia.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"He promises fairly; and I hope among different people, where they may each have a character to preserve, they will both be more prudent.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"They contained no actual complaint, nor was there any revival of past occurrences, or any communication of present suffering.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"It is natural that obligation should be felt, and if I could _feel_ gratitude, I would now thank you.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Elizabeth did not quit her room for a moment, nor were the other ladies often absent; the gentlemen being out, they had in fact nothing to do elsewhere.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Collins, for she vows she will not have him; and if you do not make haste he will change his mind and not have _her_. Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"You must write again very soon, and praise him a great deal more than you did in your last.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Gardiner, I begin to be of your uncle s opinion.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I am sincerely grieved for him and Mrs.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet, and prepared for backgammon.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Elizabeth, to whom Jane very soon communicated the chief of all this, heard it in silent indignation.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"You and papa, and my sisters, must come down and see us.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I had no notion but he would go a-shooting, or something or other, and not disturb us with his company.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"How can you be so silly, cried her mother, as to think of such a thing, in all this dirt!",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
It was Lady Catherine de Bourgh.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"They descended the hill, crossed the bridge, and drove to the door; and, while examining the nearer aspect of the house, all her apprehension of meeting its owner returned.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Gardiner, a letter arrived for their father, from a different quarter, from Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"It suddenly struck her that it might be from Lady Catherine, and she anticipated with dismay all the consequent explanations.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Jane confessed herself a little surprised at the match: but she said less of her astonishment than of her earnest desire for their happiness; nor could Elizabeth persuade her to consider it as improbable.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
It was not often that she could turn her eyes on Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet, who fancied she had gained a complete victory over him, continued her triumph,-- I cannot see that London has any great advantage over the country, for my part, except the shops and public places.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"You do not know what he really is; then pray do not pain me by speaking of him in such terms. Lizzy, said her father, I have given him my consent.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
The attention of the younger ones was then no longer to be gained by _him_.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
“The world as we have created it is a process of our thinking. It cannot be changed without changing our thinking.”,http://quotes.toscrape.com/page/1/,quote
"After walking two or three times along that part of the lane, she was tempted, by the pleasantness of the morning, to stop at the gates and look into the park.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Well, mamma, said she, when they were all returned to the breakfast-room, and what do you think of my husband?",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I wonder when you _would_ have spoken if I had not asked you!,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Miss Darcy looked as if she wished for courage enough to join in it; and sometimes did venture a short sentence, when there was least danger of its being heard.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Colonel Fitzwilliam entered into conversation directly, with the readiness and ease of a well-bred man, and talked very pleasantly; but his cousin, after having addressed a slight observation on the house and garden to Mrs.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Gardiner, rendered suspicious by Elizabeth s warm commendation of him, narrowly observed them both.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I cannot quite agree with you _there_.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I am truly glad, dearest Lizzy, that you have been spared something of these distressing scenes; but now, as the first shock is over, shall I own that I long for your return?",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
There can be no occasion for your going so soon.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Collins, and the gaieties of their intercourse with Rosings.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
The mischief of neglect and mistaken indulgence towards such a girl--oh! how acutely did she now feel it!,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Have you not heard me say, that from his earliest hours he was destined for his cousin? Yes; and I had heard it before.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
It must be something particular to take him there at this time of year. Undoubtedly.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"In a few minutes, Mrs.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I have more than once observed to Lady Catherine, that her charming daughter seemed born to be a duchess; and that the most elevated rank, instead of giving her consequence, would be adorned by her.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I am sure, said she, I cried for two days together when Colonel Miller s regiment went away.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Darcy himself need not disdain, and respectability which he will probably never reach. When she thought of her mother, indeed, her confidence gave way a little; but she would not allow that any objections _there_ had material weight with Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"You were disgusted with the women who were always speaking, and looking, and thinking for _your_ approbation alone.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Collins returned, the gentlemen accompanied him.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Her report was highly favourable.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Though Darcy could never receive _him_ at Pemberley, yet, for Elizabeth s sake, he assisted him further in his profession.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Elizabeth found that nothing was beneath this great lady s attention which could furnish her with an occasion for dictating to others.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"After sitting in this manner a quarter of an hour, without hearing Miss Bingley s voice, Elizabeth was roused by receiving from her a cold inquiry after the health of her family.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"If I can but see one of my daughters happily settled at Netherfield, said Mrs.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Miss Bennet s lovely face confirmed his views, and established all his strictest notions of what was due to seniority; and for the first evening _she_ was his settled choice.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Her niece was, therefore, obliged to submit, and they took their way towards the house on the opposite side of the river, in the nearest direction; but their progress was slow, for Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
To Mr. and Mrs.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
But you know married women have never much time for writing.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Bennet was not so well pleased with it.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Wickham was perfectly friendly; on his side even more.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"He added, that Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
But I have other provocations.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"When you have killed all your own birds, Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I am not ashamed of having been mistaken--or, at least, it is slight, it is nothing in comparison of what I should feel in thinking ill of him or his sisters.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Her mind received knowledge which had never before fallen in her way.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Bennet rejoiced to see Jane in undiminished beauty; and more than once during dinner did Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bingley, and takes a prodigious deal of care of him. Care of him!",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Darcy and his relation Colonel Fitzwilliam, I was ignorant of the truth myself.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I should be sorry to think our friend mercenary. Pray, my dear aunt, what is the difference in matrimonial affairs, between the mercenary and the prudent motive?",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet, Miss Austen, and Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Well, Lizzy, said Mrs.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bingley, but without seeming to have noticed what passed, took leave and rode on with his friend.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Absence had increased her desire of seeing Charlotte again, and weakened her disgust of Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Darcy, who was leaning against the mantel-piece with his eyes fixed on her face, seemed to catch her words with no less resentment than surprise.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Not like the wild young men now-a-days, who think of nothing but themselves.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Darcy just deigned to return.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I wonder he does not marry, to secure a lasting convenience of that kind.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I am sorry to say it of them, but so it is.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Everything being settled between _them_, Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I had often seen him in love before.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Two obstacles of the five being thus removed, Mrs.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"It amazes me, I confess; for certainly there can be nothing so advantageous to them as instruction.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Elizabeth was now to see Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Gardiner, who, with two or three other gentlemen from the house, was engaged by the river; and had left him only on learning that the ladies of the family intended a visit to Georgiana that morning.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"In making me the offer, you must have satisfied the delicacy of your feelings with regard to my family, and may take possession of Longbourn estate whenever it falls, without any self-reproach.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Do not you know that Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"But you are always giving _her_ the preference. They have none of them much to recommend them, replied he: they are all silly and ignorant like other girls; but Lizzy has something more of quickness than her sisters. Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Gardiner had waited only for the letters before he set off.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"She endeavoured to secure Jane in her interest, but Jane, with all possible mildness, declined interfering; and Elizabeth, sometimes with real earnestness, and sometimes with playful gaiety, replied to her attacks.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bingley s being there; and as to the loss of their society, she was persuaded that Jane must soon cease to regard it in the enjoyment of his.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Collins, very gravely-- but I cannot imagine that her Ladyship would at all disapprove of you.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I do not know how you will ever make him amends for his kindness; or me either, for that matter.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Oh, no, no--this is not likely.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Wickham were returned, and to lament over his absence from the Netherfield ball.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Elizabeth took up some needlework, and was sufficiently amused in attending to what passed between Darcy and his companion.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
That I was desirous of believing her indifferent is certain; but I will venture to say that my investigations and decisions are not usually influenced by my hopes or fears.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
You quite mistook Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
The joy which Miss Darcy expressed on receiving similar information was as sincere as her brother s in sending it.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I would rather be paid the compliment of being believed sincere.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Collins, was a very genteel, pretty kind of girl.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Her Ladyship seemed pleased with the idea; and you may imagine that I am happy on every occasion to offer those little delicate compliments which are always acceptable to ladies.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Such I was, from eight to eight-and-twenty; and such I might still have been but for you, dearest, loveliest Elizabeth!",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"He dined with us the next day, and was to leave town again on Wednesday or Thursday.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Pleased with the preference of one, and offended by the neglect of the other, on the very beginning of our acquaintance, I have courted prepossession and ignorance, and driven reason away where either were concerned.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Could he expect to be noticed again by the regiment, after such an affront to Colonel Forster?",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Though Lydia s short letter to Mrs.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
It is on your account that he has been so frequently invited this week.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"What pin-money, what jewels, what carriages you will have!",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Do you consider the forms of introduction, and the stress that is laid on them, as nonsense?",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
No; but it must be done soon. Most earnestly did she then entreat him to lose no more time before he wrote.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
But these things happen so often!,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Oh, my sweetest Lizzy! how rich and how great you will be!",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"She felt that Jane s feelings, though fervent, were little displayed, and that there was a constant complacency in her air and manner, not often united with great sensibility.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
It is a pity that great ladies in general are not more like her.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"She answered him in the usual way; and, after a moment s pause, added,-- My eldest sister has been in town these three months.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"She was resolved against any sort of conversation with him, and turned away with a degree of ill-humour which she could not wholly surmount even in speaking to Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
[Illustration: I m the tallest ] [Illustration: He rode a black horse ] CHAPTER III.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Of a fine, stout, healthy love it may.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
But do not deceive yourself into a belief that I will ever recede.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"But such as they were, it may be well supposed how eagerly she went through them, and what a contrariety of emotion they excited.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
She is gone down to her uncle at Liverpool; gone to stay.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
But I confess they would have no charms for _me_.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Long said so too, for I asked her whether you did not.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"No arguments shall be wanting on my part, that can alleviate so severe a misfortune; or that may comfort you, under a circumstance that must be, of all others, most afflicting to a parent s mind.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Nichols was in Meryton last night: I saw her passing by, and went out myself on purpose to know the truth of it; and she told me that it was certainly true.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Four sides of paper were insufficient to contain all her delight, and all her earnest desire of being loved by her sister.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Elizabeth, for the sake of saying something that might turn her mother s thoughts, now asked her if Charlotte Lucas had been at Longbourn since _her_ coming away.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
The latter was thinking only of his breakfast.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Did you see him while you were at Lambton?,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"My mother means well; but she does not know, no one can know, how much I suffer from what she says.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Let me know everything that I am to know without delay.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"One has got all the goodness, and the other all the appearance of it. I never thought Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Why any fear of detection?,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I was sure you loved your girls too well to neglect such an acquaintance.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"If this be the case, he deserves you.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Jenkinson are most delightfully situated through my means; and it was but the other day that I recommended another young person, who was merely accidentally mentioned to me, and the family are quite delighted with her.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I thought we never should have got into the coach.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Lady Catherine herself says that, in point of true beauty, Miss de Bourgh is far superior to the handsomest of her sex; because there is that in her features which marks the young woman of distinguished birth.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"The note was immediately despatched, and its contents as quickly complied with.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Collins s addresses, by engaging them towards herself.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Wickham was therefore at leisure to talk to Elizabeth, and she was very willing to hear him, though what she chiefly wished to hear she could not hope to be told, the history of his acquaintance with Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Their taking her home, and affording her their personal protection and countenance, is such a sacrifice to her advantage as years of gratitude cannot enough acknowledge.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"They were soon gone again, rising from their seats with an activity which took their brother by surprise, and hurrying off as if eager to escape from Mrs.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
The business of her life was to get her daughters married: its solace was visiting and news.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"It was too early in the morning for visitors; and besides, the equipage did not answer to that of any of their neighbours.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I knew you would be wishing me joy. Nay, if you are so serious about it, I shall consider the matter as absolutely settled.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Miss Bingley saw all this likewise; and, in the imprudence of anger, took the first opportunity of saying, with sneering civility,-- Pray, Miss Eliza, are not the ----shire militia removed from Meryton?",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Her many attractions were again dwelt on; and Caroline boasted joyfully of their increasing intimacy, and ventured to predict the accomplishment of the wishes which had been unfolded in her former letter.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"And if I am that choice, why may not I accept him? Because honour, decorum, prudence--nay, interest--forbid it.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
But I knew I should persuade you at last.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bingley comes, my dear, said Mrs.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"In understanding, Darcy was the superior.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"On Sunday, after morning service, the separation, so agreeable to almost all, took place.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
The particulars I reserve till we meet.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I flatter myself, at least, that you will be able to do so.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Whether he had felt more of pain or of pleasure in seeing her, she could not tell, but he certainly had not seen her with composure.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Collins, who entered with an air more stately than usual, and on perceiving whom, she said to the girls,-- Now, I do insist upon it, that you, all of you, hold your tongues, and let Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"His behaviour to her sister was such during dinnertime as showed an admiration of her, which, though more guarded than formerly, persuaded Elizabeth, that, if left wholly to himself, Jane s happiness, and his own, would be speedily secured.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
The family were assembled in the breakfast-room to receive them.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
[Illustration: The Apothecary came ] [Illustration: covering a screen ] CHAPTER VIII.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I see nothing in it but your own wilful ignorance and the malice of Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Wickham and herself.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
It was evident that she was much better acquainted with Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"But of course she did not mention my name to you. Yes, she did. And what did she say? That you were gone into the army, and she was afraid had--not turned out well.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Gardiner had formed, of their being followed by a letter from him, had ended in nothing.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"He found her as handsome as she had been last year; as good-natured, and as unaffected, though not quite so chatty.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Darcy is. Probably not; but Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Day after day passed away without bringing any other tidings of him than the report which shortly prevailed in Meryton of his coming no more to Netherfield the whole winter; a report which highly incensed Mrs.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
He was received by Mrs.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"I am glad of one thing, that he comes alone; because we shall see the less of him.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Darcy, he concluded his speech, which had been spoken so loud as to be heard by half the room.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Colonel Fitzwilliam seemed really glad to see them: anything was a welcome relief to him at Rosings; and Mrs.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
What is it about?,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"“I have not failed. I've just found 10,000 ways that won't work.”",http://quotes.toscrape.com/page/1/,quote
"Jane had sent Caroline an early answer to her letter, and was counting the days till she might reasonably hope to hear again.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bennet s visit, and determining when they should ask him to dinner.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Poor little Lizzy!,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Reynolds respect for Elizabeth seemed to increase on this intimation of her knowing her master.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Did she call to refuse her consent? To this question his daughter replied only with a laugh; and as it had been asked without the least suspicion, she was not distressed by his repeating it.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I shall see her in January.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"What do you mean, Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"What a stroke was this for poor Jane, who would willingly have gone through the world without believing that so much wickedness existed in the whole race of mankind as was here collected in one individual!",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Bingley inherited property to the amount of nearly a hundred thousand pounds from his father, who had intended to purchase an estate, but did not live to do it.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
He confessed himself obliged to leave the regiment on account of some debts of honour which were very pressing; and scrupled not to lay all the ill consequences of Lydia s flight on her own folly alone.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"When I am in company with him, I will not be wishing.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"It was not till the afternoon, when he joined them at tea, that Elizabeth ventured to introduce the subject; and then, on her briefly expressing her sorrow for what he must have endured, he replied, Say nothing of that.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"The two girls had been whispering to each other during the whole visit; and the result of it was, that the youngest should tax Mr.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
When tea was over Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"It is because he will not give himself the trouble. I certainly have not the talent which some people possess, said Darcy, of conversing easily with those I have never seen before.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
The gentlemen did approach: and when Mr.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
She could think only of her letter.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"This he considered sufficient encouragement, and the avowal of all that he felt and had long felt for her immediately followed.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Bingley and Jane remained at Netherfield only a twelvemonth.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Not one party, or scheme, or anything!",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"Collins; and whenever any of the cottagers were disposed to be quarrelsome, discontented, or too poor, she sallied forth into the village to settle their differences, silence their complaints, and scold them into harmony and plenty.",https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
"“Do not pity the dead, Harry. Pity the living, and, above all those who live without love.”",http://quotes.toscrape.com/page/7/,quote
She has known him only a fortnight.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
I cannot make him out.,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
Their society can afford no pleasure that will atone for such wretchedness as this!,https://www.gutenberg.org/cache/epub/1342/pg1342.txt,gutenberg
